#NO_PRODUCTS, NO_STORES
0.0,19.75,0.0,20.87,0.0,0.0,24.54,0.0,0.0,0.0,25.07,0.0,22.14,23.85,0.0,21.17,23.5,23.69,0.0,26.25,23.5,22.62,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06,19.07,17.8,0.0,21.35,24.12,22.16,0.0,19.35,0.0,22.99,0.0,0.0,27.14,21.89,0.0,0.0,25.91,
0.0,0.0,0.0,0.0,0.0,0.0,23.93,0.0,23.31,0.0,21.67,0.0,0.0,0.0,23.24,0.0,0.0,0.0,23.48,0.0,21.15,23.35,0.0,21.3,0.0,21.69,19.47,0.0,24.45,23.57,0.0,20.11,0.0,24.88,0.0,0.0,19.55,20.8,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,21.54,22.89,24.36,20.31,
24.44,0.0,0.0,22.76,0.0,0.0,0.0,19.98,21.3,0.0,23.24,0.0,0.0,0.0,0.0,0.0,21.44,21.23,0.0,24.15,21.25,0.0,21.41,22.66,19.6,0.0,0.0,21.8,22.83,0.0,0.0,0.0,17.52,0.0,20.98,23.25,22.71,0.0,24.38,23.0,20.65,25.84,0.0,20.31,0.0,0.0,21.62,0.0,22.33,23.8,
0.0,0.0,23.27,0.0,23.04,0.0,0.0,0.0,0.0,22.57,21.51,0.0,0.0,0.0,0.0,22.34,18.77,23.94,0.0,0.0,0.0,0.0,0.0,25.67,22.26,0.0,23.32,0.0,0.0,0.0,0.0,19.13,0.0,22.52,24.32,23.98,24.17,0.0,0.0,0.0,0.0,21.34,0.0,19.11,18.43,0.0,0.0,20.69,22.91,0.0,
20.53,24.92,0.0,0.0,0.0,0.0,24.07,0.0,0.0,21.06,26.09,0.0,26.97,0.0,18.42,23.07,0.0,0.0,0.0,0.0,25.6,22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,23.74,23.27,27.76,27.39,0.0,21.62,22.82,21.66,0.0,23.04,22.67,18.87,0.0,0.0,25.19,21.81,25.69,21.52,
0.0,19.68,21.84,22.98,24.19,0.0,0.0,23.35,0.0,0.0,26.07,23.81,23.0,0.0,23.83,0.0,0.0,23.19,26.02,0.0,20.53,19.66,20.37,0.0,0.0,0.0,19.77,27.48,23.93,22.53,20.36,0.0,0.0,0.0,0.0,18.62,18.79,20.88,21.87,0.0,23.31,0.0,0.0,21.86,25.31,25.51,24.3,19.98,0.0,0.0,
0.0,25.73,18.39,23.1,21.46,0.0,21.85,20.02,25.36,0.0,0.0,25.07,21.38,24.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,25.69,21.71,22.79,23.35,0.0,0.0,26.13,21.85,25.4,0.0,0.0,0.0,21.51,0.0,20.84,0.0,23.97,24.75,21.6,19.74,0.0,0.0,0.0,23.59,19.69,0.0,24.59,22.01,
0.0,0.0,23.12,0.0,21.43,21.94,0.0,0.0,25.79,0.0,23.29,0.0,0.0,21.35,0.0,17.47,0.0,18.6,0.0,24.28,0.0,0.0,18.74,24.98,0.0,0.0,24.01,0.0,25.93,20.32,0.0,22.54,0.0,0.0,0.0,24.13,0.0,21.81,22.64,0.0,22.34,23.66,0.0,0.0,19.45,0.0,20.85,17.43,22.96,0.0,
23.64,22.72,0.0,20.25,0.0,0.0,0.0,20.59,21.85,24.42,22.77,0.0,20.86,20.45,24.4,20.72,20.72,22.25,0.0,0.0,0.0,24.24,0.0,0.0,22.23,25.2,25.99,20.29,0.0,0.0,19.34,26.76,26.65,0.0,22.95,21.12,0.0,0.0,0.0,24.31,0.0,0.0,0.0,20.85,0.0,0.0,0.0,0.0,25.1,0.0,
16.55,22.9,0.0,0.0,0.0,25.28,20.79,20.73,0.0,22.62,0.0,0.0,0.0,26.67,0.0,23.27,0.0,0.0,0.0,0.0,21.81,20.0,0.0,0.0,21.07,23.19,0.0,0.0,0.0,0.0,23.45,0.0,0.0,23.98,20.72,0.0,19.42,24.0,0.0,0.0,0.0,0.0,0.0,24.81,0.0,0.0,23.18,0.0,0.0,23.32,
0.0,20.79,0.0,20.04,0.0,24.71,0.0,0.0,0.0,0.0,0.0,21.66,0.0,24.63,0.0,19.68,20.89,0.0,22.79,21.07,22.64,0.0,0.0,22.74,0.0,0.0,21.02,0.0,0.0,0.0,22.98,19.94,0.0,0.0,0.0,0.0,0.0,22.27,23.03,19.32,0.0,19.41,24.32,21.21,27.08,0.0,0.0,0.0,23.12,21.75,
0.0,0.0,0.0,19.7,26.5,0.0,22.81,0.0,23.38,24.48,24.5,17.33,16.35,0.0,0.0,0.0,20.38,0.0,23.69,22.86,0.0,20.4,23.58,0.0,23.81,0.0,25.28,19.98,25.03,0.0,20.79,23.23,22.36,0.0,0.0,22.42,21.6,0.0,0.0,23.97,0.0,23.54,0.0,20.86,0.0,20.1,0.0,22.24,0.0,0.0,
0.0,25.56,0.0,0.0,0.0,0.0,0.0,0.0,20.51,24.38,0.0,22.36,0.0,0.0,0.0,22.28,0.0,0.0,0.0,25.26,20.24,0.0,21.57,20.2,27.19,0.0,19.5,0.0,25.24,0.0,0.0,22.39,19.82,26.43,0.0,25.72,22.1,22.92,0.0,0.0,22.45,27.0,0.0,23.43,26.01,22.29,0.0,0.0,17.31,0.0,
0.0,22.8,22.56,0.0,22.83,0.0,20.05,24.35,0.0,0.0,0.0,20.49,24.92,0.0,0.0,24.38,22.77,0.0,0.0,22.65,23.88,0.0,0.0,23.49,26.66,0.0,0.0,23.91,0.0,18.87,0.0,0.0,21.3,18.35,21.54,0.0,0.0,24.47,20.86,24.94,23.92,0.0,0.0,0.0,0.0,22.51,0.0,0.0,18.69,21.71,
0.0,23.56,24.38,0.0,23.01,22.74,20.84,0.0,22.03,18.74,20.46,0.0,0.0,0.0,16.54,0.0,0.0,0.0,23.3,0.0,20.17,21.16,20.99,0.0,24.13,21.95,0.0,22.84,0.0,18.98,20.83,24.24,0.0,20.01,0.0,22.49,0.0,0.0,22.42,21.62,23.69,0.0,21.29,23.49,25.5,0.0,24.16,0.0,0.0,24.73,
19.55,23.11,0.0,18.34,19.47,0.0,22.76,21.64,0.0,0.0,0.0,20.78,0.0,21.0,0.0,22.42,0.0,20.05,22.72,21.78,0.0,0.0,20.62,0.0,21.1,20.88,0.0,0.0,22.58,0.0,21.34,0.0,0.0,22.57,0.0,0.0,0.0,0.0,24.28,0.0,22.61,22.42,0.0,18.4,0.0,0.0,0.0,0.0,22.93,23.42,
0.0,22.76,24.7,21.85,23.69,24.64,0.0,0.0,0.0,25.43,20.77,22.94,0.0,0.0,23.52,18.82,0.0,0.0,21.09,0.0,21.4,0.0,0.0,0.0,0.0,21.86,25.04,21.58,0.0,0.0,0.0,24.72,21.84,22.54,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,22.43,23.21,22.47,0.0,0.0,0.0,19.27,25.72,
23.79,23.24,19.57,23.42,0.0,23.28,22.29,25.81,0.0,0.0,21.99,0.0,23.1,19.42,0.0,23.37,0.0,26.05,0.0,0.0,0.0,0.0,25.35,0.0,0.0,0.0,15.76,21.78,0.0,0.0,0.0,21.85,21.67,0.0,0.0,22.04,0.0,23.23,0.0,0.0,24.42,22.97,18.06,0.0,20.35,21.98,21.11,20.24,0.0,26.38,
0.0,0.0,0.0,21.49,21.72,20.8,24.02,0.0,0.0,17.92,0.0,25.03,0.0,0.0,0.0,0.0,22.47,0.0,0.0,23.57,26.85,0.0,0.0,27.13,0.0,0.0,0.0,0.0,20.45,24.04,0.0,26.31,23.13,20.39,0.0,23.31,22.26,0.0,19.64,22.15,23.66,0.0,19.35,20.8,0.0,0.0,20.68,21.82,0.0,23.0,
0.0,0.0,0.0,0.0,0.0,20.36,23.87,18.0,19.39,23.26,25.41,0.0,0.0,23.37,20.94,0.0,20.41,24.21,0.0,22.64,25.28,25.31,25.55,0.0,0.0,20.22,17.75,22.42,0.0,0.0,21.29,0.0,0.0,21.85,21.26,19.17,20.49,0.0,25.54,22.81,0.0,0.0,15.76,24.1,0.0,22.89,0.0,23.3,0.0,0.0,
0.0,0.0,0.0,21.52,21.27,19.4,0.0,23.38,0.0,0.0,0.0,16.95,26.66,0.0,21.24,26.16,22.38,0.0,22.95,22.76,0.0,0.0,0.0,20.12,0.0,0.0,0.0,0.0,22.39,0.0,0.0,20.25,0.0,0.0,21.96,19.41,0.0,21.92,0.0,0.0,0.0,0.0,0.0,20.98,28.23,0.0,21.48,0.0,0.0,23.67,
0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,24.69,23.6,0.0,0.0,23.38,0.0,0.0,0.0,23.66,0.0,21.82,0.0,0.0,0.0,0.0,24.37,23.45,0.0,0.0,18.0,19.41,0.0,20.72,0.0,24.8,25.7,25.81,0.0,23.56,22.52,24.75,21.12,19.66,23.03,24.21,25.49,19.05,20.0,20.7,25.7,20.15,0.0,
20.66,25.32,0.0,0.0,27.33,22.4,23.71,0.0,0.0,0.0,0.0,26.05,30.12,19.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,25.19,0.0,22.89,23.01,21.69,21.15,21.85,0.0,0.0,20.15,19.7,0.0,0.0,0.0,0.0,0.0,0.0,24.21,0.0,0.0,
24.83,0.0,0.0,24.45,0.0,0.0,23.19,22.63,21.63,0.0,0.0,22.5,21.0,0.0,0.0,0.0,23.69,0.0,25.07,0.0,21.44,23.37,0.0,23.12,0.0,24.98,20.93,0.0,18.56,25.07,0.0,22.75,0.0,24.02,20.53,0.0,0.0,0.0,22.27,0.0,0.0,22.01,0.0,23.94,0.0,18.29,0.0,24.44,0.0,0.0,
26.56,0.0,24.02,19.67,19.7,22.44,0.0,0.0,0.0,0.0,0.0,23.85,20.85,18.96,19.35,0.0,20.91,21.85,20.92,0.0,0.0,0.0,22.47,0.0,0.0,0.0,0.0,25.84,21.49,0.0,0.0,0.0,21.33,0.0,0.0,0.0,20.08,0.0,27.25,0.0,0.0,21.59,0.0,0.0,24.62,0.0,0.0,0.0,25.69,0.0,
21.37,19.96,0.0,0.0,0.0,21.53,22.89,0.0,23.58,21.48,0.0,22.45,0.0,0.0,23.8,22.0,20.04,0.0,23.49,25.57,0.0,0.0,22.21,0.0,0.0,0.0,0.0,24.89,0.0,0.0,0.0,0.0,0.0,0.0,22.69,21.74,23.87,0.0,22.52,18.9,0.0,24.49,0.0,22.44,0.0,0.0,22.29,26.25,0.0,19.88,
0.0,0.0,22.53,22.12,19.88,0.0,0.0,0.0,21.79,0.0,22.77,21.74,19.39,0.0,0.0,22.61,0.0,23.34,0.0,24.29,0.0,0.0,0.0,19.89,0.0,0.0,22.81,0.0,20.7,0.0,0.0,20.77,0.0,0.0,0.0,22.64,24.55,25.3,0.0,20.88,0.0,0.0,23.85,0.0,21.05,18.29,0.0,19.18,19.8,0.0,
22.41,0.0,23.57,20.28,0.0,0.0,20.64,21.1,0.0,0.0,0.0,24.22,23.7,25.82,0.0,24.28,23.26,0.0,20.73,0.0,22.21,24.1,21.83,0.0,23.62,23.07,23.05,0.0,0.0,18.13,0.0,0.0,0.0,24.27,24.12,23.62,22.19,26.51,21.16,20.91,23.97,23.03,22.02,19.23,0.0,21.61,0.0,24.82,0.0,21.7,
25.03,0.0,0.0,0.0,0.0,0.0,0.0,24.2,22.52,0.0,22.66,0.0,0.0,0.0,23.53,26.57,0.0,0.0,23.92,0.0,0.0,19.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97,21.62,23.48,0.0,0.0,0.0,27.56,0.0,24.57,25.33,0.0,0.0,0.0,0.0,23.29,18.91,0.0,23.08,21.2,0.0,23.08,
19.08,26.12,22.45,19.45,0.0,0.0,22.6,24.76,0.0,0.0,23.33,0.0,0.0,22.67,22.23,0.0,0.0,0.0,0.0,22.1,20.06,23.84,0.0,20.27,18.43,24.58,0.0,0.0,0.0,0.0,0.0,0.0,25.55,0.0,23.09,23.16,0.0,23.46,17.54,0.0,0.0,0.0,23.37,27.88,0.0,24.15,22.84,0.0,23.8,0.0,
24.43,25.55,24.27,0.0,0.0,0.0,21.5,0.0,20.26,0.0,0.0,20.68,0.0,0.0,24.14,21.36,0.0,22.61,21.77,21.73,0.0,21.39,0.0,0.0,22.67,0.0,0.0,0.0,26.02,22.83,19.94,0.0,0.0,24.44,23.95,22.6,26.24,0.0,0.0,0.0,23.73,25.08,0.0,18.04,20.55,0.0,25.57,21.31,21.11,0.0,
0.0,0.0,22.5,26.88,20.15,0.0,0.0,0.0,21.45,21.6,22.11,25.94,0.0,0.0,0.0,0.0,22.61,23.73,19.97,22.82,24.87,26.37,0.0,22.28,0.0,26.73,0.0,22.93,24.08,22.96,21.29,23.77,0.0,20.01,25.24,25.92,20.73,0.0,0.0,0.0,18.15,19.05,0.0,0.0,0.0,0.0,23.13,24.41,0.0,0.0,
22.46,0.0,21.13,0.0,0.0,23.72,26.59,0.0,0.0,0.0,0.0,21.53,22.44,0.0,24.88,22.95,20.25,22.68,0.0,0.0,0.0,0.0,0.0,23.64,0.0,0.0,0.0,0.0,23.24,0.0,19.12,26.64,22.49,22.76,0.0,24.05,0.0,18.41,22.48,0.0,21.87,26.97,0.0,0.0,23.16,0.0,0.0,25.44,18.79,24.3,
0.0,0.0,20.11,24.04,27.14,24.62,20.02,0.0,0.0,0.0,24.47,0.0,0.0,20.29,23.26,22.47,21.15,0.0,0.0,0.0,0.0,0.0,0.0,21.19,19.43,0.0,24.42,0.0,0.0,0.0,23.04,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,24.7,19.05,22.0,0.0,21.65,20.84,22.28,25.89,0.0,0.0,0.0,
0.0,0.0,0.0,22.67,0.0,0.0,23.4,0.0,24.85,23.53,0.0,20.11,0.0,0.0,0.0,0.0,23.65,0.0,0.0,22.65,23.49,0.0,24.46,0.0,0.0,0.0,0.0,0.0,24.24,0.0,22.39,21.87,0.0,0.0,21.08,0.0,24.67,25.37,25.37,0.0,0.0,21.63,25.25,24.07,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,20.96,23.82,0.0,0.0,23.45,25.69,24.49,0.0,21.49,25.01,20.8,24.11,0.0,0.0,0.0,17.79,18.8,18.6,0.0,0.0,23.31,0.0,0.0,0.0,22.51,0.0,22.98,0.0,0.0,24.02,0.0,19.12,0.0,0.0,22.42,21.11,0.0,0.0,19.06,22.05,0.0,0.0,24.95,0.0,0.0,0.0,0.0,0.0,22.4,
0.0,22.97,23.14,24.19,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,24.72,20.85,0.0,20.36,0.0,17.26,21.21,0.0,21.77,0.0,22.92,24.44,0.0,18.08,23.43,0.0,24.75,21.86,23.7,17.84,20.96,0.0,0.0,23.53,23.08,0.0,0.0,0.0,0.0,19.0,21.48,0.0,24.82,0.0,16.14,25.05,0.0,23.76,
0.0,0.0,25.52,20.39,24.95,22.21,20.09,0.0,24.69,21.82,24.45,0.0,23.73,21.25,24.21,0.0,21.92,19.74,0.0,23.56,0.0,22.17,0.0,26.55,0.0,0.0,19.84,0.0,21.83,0.0,21.3,0.0,21.77,23.05,21.0,0.0,18.65,0.0,0.0,0.0,0.0,21.8,20.79,0.0,27.37,0.0,0.0,21.66,22.38,0.0,
0.0,0.0,19.53,0.0,0.0,0.0,23.41,0.0,0.0,0.0,18.21,20.65,0.0,23.33,0.0,24.84,21.48,22.75,27.89,21.96,0.0,20.7,0.0,26.4,0.0,22.46,0.0,28.25,19.19,0.0,18.94,22.59,0.0,24.35,23.5,19.49,26.52,18.83,19.79,25.15,29.65,18.65,0.0,0.0,22.57,0.0,0.0,0.0,22.95,0.0,
0.0,0.0,0.0,23.8,0.0,0.0,20.63,23.05,24.07,0.0,25.76,0.0,0.0,0.0,25.07,0.0,0.0,21.84,21.59,0.0,24.47,23.67,0.0,0.0,23.95,0.0,25.49,22.78,0.0,20.77,0.0,19.09,23.66,21.04,0.0,0.0,22.62,24.02,23.28,0.0,25.44,25.27,0.0,0.0,25.43,0.0,0.0,0.0,0.0,19.96,
22.19,0.0,22.92,23.26,0.0,0.0,20.56,0.0,0.0,24.66,23.06,0.0,26.12,19.27,0.0,23.7,19.95,23.03,24.88,25.75,22.44,23.29,22.22,22.37,23.0,21.82,20.39,0.0,24.77,23.99,0.0,0.0,21.77,0.0,0.0,24.37,0.0,0.0,21.15,23.13,0.0,17.72,0.0,0.0,19.73,20.09,21.64,0.0,0.0,26.37,
0.0,24.0,0.0,0.0,21.04,20.55,0.0,0.0,22.52,23.02,0.0,20.87,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,23.15,0.0,22.04,23.95,18.37,0.0,21.59,22.24,0.0,0.0,0.0,25.04,0.0,0.0,0.0,19.9,0.0,0.0,26.55,0.0,21.16,24.3,26.14,23.33,23.94,0.0,20.82,20.21,20.42,
0.0,0.0,0.0,0.0,22.58,23.7,21.78,21.4,0.0,0.0,22.13,0.0,0.0,20.83,0.0,20.33,28.06,0.0,24.41,0.0,0.0,23.87,0.0,22.83,0.0,0.0,0.0,25.81,0.0,21.56,22.52,0.0,23.97,0.0,21.46,0.0,21.98,21.9,0.0,21.49,21.04,0.0,0.0,22.16,0.0,24.59,0.0,21.18,0.0,0.0,
0.0,0.0,0.0,25.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,22.78,20.93,17.8,0.0,25.51,0.0,0.0,21.08,0.0,23.29,0.0,21.53,21.68,20.89,23.9,0.0,22.75,22.82,0.0,26.21,23.73,24.85,21.82,21.19,24.52,0.0,0.0,21.05,23.15,22.47,19.64,19.93,0.0,0.0,23.65,
26.68,0.0,0.0,21.59,0.0,0.0,20.24,21.98,26.87,22.54,26.72,23.78,0.0,19.64,20.81,22.06,22.34,20.12,0.0,19.97,0.0,0.0,0.0,23.69,22.65,0.0,22.24,20.58,0.0,20.99,20.05,22.72,20.81,20.3,20.6,0.0,0.0,0.0,19.11,22.8,21.56,0.0,0.0,0.0,0.0,0.0,0.0,22.77,0.0,25.13,
0.0,25.18,0.0,0.0,22.63,22.01,0.0,0.0,0.0,0.0,0.0,20.91,20.23,0.0,0.0,21.71,24.96,0.0,22.21,0.0,0.0,0.0,0.0,26.1,23.53,0.0,0.0,0.0,0.0,24.72,0.0,0.0,0.0,0.0,19.99,0.0,20.39,0.0,20.04,19.32,0.0,0.0,25.46,23.47,20.78,23.05,18.97,0.0,0.0,23.16,
0.0,25.16,0.0,24.63,0.0,21.23,26.33,23.83,0.0,21.26,0.0,0.0,0.0,0.0,0.0,0.0,25.3,22.17,23.78,0.0,22.71,0.0,18.7,21.44,0.0,22.11,27.63,23.08,0.0,0.0,0.0,24.85,0.0,0.0,20.77,0.0,0.0,0.0,0.0,21.51,0.0,23.16,21.12,21.91,0.0,0.0,0.0,21.06,19.1,22.68,
22.94,21.49,24.48,0.0,23.73,22.73,16.99,24.47,25.71,23.83,0.0,24.55,0.0,0.0,0.0,0.0,21.73,0.0,23.09,0.0,25.56,19.51,20.69,0.0,23.21,0.0,0.0,0.0,20.57,0.0,0.0,0.0,23.05,0.0,18.11,0.0,0.0,0.0,18.27,23.09,0.0,20.16,0.0,19.59,19.58,0.0,0.0,0.0,0.0,24.67,
22.77,20.48,28.74,0.0,22.34,0.0,0.0,0.0,23.35,22.75,21.26,0.0,0.0,19.96,0.0,0.0,20.09,0.0,24.37,21.65,20.84,0.0,0.0,25.78,23.57,0.0,0.0,0.0,23.33,23.23,17.45,22.24,0.0,19.12,20.52,22.04,24.47,0.0,21.33,0.0,0.0,0.0,0.0,22.75,22.21,0.0,21.95,0.0,0.0,18.02,
0.0,21.96,19.21,0.0,24.9,24.83,19.38,0.0,0.0,22.08,21.22,26.03,28.0,0.0,24.86,22.82,20.98,0.0,0.0,26.48,0.0,24.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,17.19,0.0,21.02,0.0,20.99,0.0,0.0,0.0,18.06,0.0,23.13,0.0,0.0,24.93,0.0,
22.85,0.0,23.6,0.0,23.14,0.0,0.0,0.0,23.81,0.0,0.0,23.04,0.0,0.0,0.0,22.94,0.0,24.81,0.0,21.05,0.0,0.0,24.26,0.0,19.7,0.0,0.0,25.04,23.41,0.0,0.0,19.76,0.0,0.0,22.12,0.0,19.01,0.0,22.92,27.11,20.6,23.35,0.0,25.8,20.99,0.0,0.0,20.87,0.0,22.71,
22.21,22.12,0.0,0.0,21.61,23.16,22.81,22.69,0.0,0.0,22.28,24.82,22.1,23.13,0.0,25.05,0.0,0.0,0.0,18.53,19.42,0.0,0.0,21.94,0.0,22.97,22.92,0.0,0.0,0.0,21.02,0.0,23.48,23.97,21.48,25.25,25.82,22.94,0.0,0.0,25.73,21.0,24.15,0.0,22.02,26.83,21.52,23.62,0.0,23.2,
0.0,0.0,0.0,20.9,0.0,0.0,0.0,23.07,0.0,0.0,19.97,19.4,19.34,0.0,20.69,23.56,0.0,20.38,0.0,0.0,23.1,0.0,25.71,25.31,0.0,0.0,25.09,0.0,0.0,0.0,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0,25.4,25.75,24.23,21.14,22.48,17.24,0.0,0.0,22.89,0.0,0.0,16.64,
22.01,20.64,20.23,18.42,0.0,0.0,0.0,0.0,0.0,23.63,22.57,0.0,22.97,0.0,22.29,25.99,23.12,24.6,22.77,27.16,0.0,0.0,0.0,20.45,21.72,0.0,22.69,0.0,22.78,0.0,17.58,26.48,0.0,16.1,0.0,0.0,20.79,19.89,0.0,0.0,25.03,0.0,0.0,0.0,20.21,24.74,24.65,24.58,0.0,0.0,
20.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81,29.96,0.0,0.0,23.87,21.63,0.0,20.64,0.0,0.0,23.62,21.16,0.0,22.57,19.14,0.0,23.82,21.38,0.0,0.0,0.0,0.0,0.0,25.25,20.49,0.0,21.28,0.0,22.66,0.0,21.75,0.0,22.74,0.0,0.0,23.96,18.44,0.0,17.96,22.06,22.85,
