#NO_PRODUCTS, NO_STORES
0.0,21.63,22.99,0.0,18.64,0.0,24.17,22.05,26.34,19.58,24.28,19.79,0.0,0.0,24.08,18.14,0.0,20.63,0.0,0.0,0.0,25.1,23.83,0.0,0.0,0.0,22.65,0.0,0.0,27.16,21.49,0.0,21.67,0.0,0.0,24.42,26.95,0.0,25.39,23.22,0.0,23.64,22.68,23.49,26.34,0.0,23.07,0.0,0.0,20.43,
0.0,21.67,22.99,0.0,23.68,22.74,18.71,0.0,0.0,21.35,0.0,0.0,21.61,24.05,0.0,0.0,0.0,0.0,23.08,0.0,20.02,0.0,24.5,0.0,0.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.0,0.0,0.0,22.8,21.97,21.84,19.82,0.0,25.95,17.96,22.06,23.64,24.44,0.0,17.3,0.0,24.44,
0.0,0.0,0.0,22.85,0.0,18.94,0.0,0.0,18.41,21.74,18.92,21.55,26.44,0.0,0.0,25.52,0.0,21.04,24.48,0.0,0.0,24.22,27.12,0.0,0.0,0.0,0.0,0.0,20.93,24.54,0.0,26.18,0.0,0.0,0.0,0.0,0.0,20.93,23.09,0.0,26.05,24.79,22.97,0.0,0.0,19.61,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,19.93,0.0,0.0,0.0,0.0,23.27,22.56,0.0,0.0,0.0,22.77,25.2,0.0,0.0,24.23,0.0,0.0,0.0,23.33,24.97,0.0,0.0,0.0,23.17,0.0,24.85,0.0,21.58,0.0,22.38,22.18,0.0,0.0,24.19,0.0,18.23,0.0,0.0,23.42,0.0,22.99,22.1,18.64,21.97,20.6,19.01,0.0,
0.0,23.72,24.53,0.0,0.0,20.48,21.78,0.0,0.0,0.0,22.36,25.18,17.09,0.0,21.68,20.7,21.83,0.0,19.68,22.54,0.0,21.69,24.64,23.44,23.34,0.0,19.31,20.85,22.95,25.39,0.0,21.97,0.0,0.0,0.0,23.42,25.36,24.4,0.0,0.0,21.03,0.0,24.11,23.94,0.0,23.45,24.51,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,22.22,0.0,26.45,0.0,23.47,25.79,0.0,0.0,22.85,0.0,22.56,0.0,22.91,0.0,0.0,0.0,22.2,23.27,0.0,0.0,0.0,0.0,0.0,20.97,21.15,20.63,0.0,0.0,0.0,24.95,26.9,21.26,0.0,0.0,21.44,0.0,0.0,23.94,27.1,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,24.86,20.11,18.15,0.0,0.0,0.0,24.54,0.0,0.0,0.0,24.56,0.0,21.59,21.75,22.41,19.24,22.4,21.15,0.0,0.0,24.26,21.82,0.0,20.26,0.0,0.0,19.74,0.0,0.0,22.72,23.4,22.03,0.0,0.0,0.0,22.63,25.07,21.66,19.61,0.0,0.0,0.0,25.25,0.0,0.0,21.85,0.0,0.0,0.0,
22.0,0.0,0.0,23.29,23.5,23.57,0.0,20.4,0.0,18.17,22.21,0.0,0.0,0.0,26.56,0.0,0.0,21.92,20.19,22.77,21.47,20.41,17.94,0.0,0.0,0.0,23.38,0.0,0.0,23.55,0.0,21.63,0.0,0.0,18.69,21.95,0.0,21.31,19.17,0.0,22.03,19.97,20.89,20.77,22.3,0.0,20.55,0.0,0.0,23.51,
0.0,0.0,0.0,20.69,25.54,19.82,0.0,0.0,20.98,21.75,26.66,0.0,22.55,0.0,0.0,23.77,23.66,0.0,0.0,0.0,0.0,26.93,0.0,22.4,0.0,0.0,0.0,24.36,0.0,18.6,22.64,0.0,21.35,0.0,25.21,22.56,0.0,23.15,23.18,22.29,0.0,0.0,25.07,0.0,19.12,0.0,0.0,22.63,19.24,19.49,
0.0,23.69,0.0,0.0,19.98,0.0,24.42,0.0,0.0,0.0,0.0,0.0,0.0,19.53,21.88,0.0,22.44,25.04,0.0,0.0,19.79,22.66,21.96,22.74,0.0,22.24,22.32,18.65,23.07,23.0,0.0,0.0,20.66,0.0,0.0,24.48,0.0,24.01,0.0,0.0,0.0,0.0,0.0,20.04,0.0,25.06,0.0,19.6,20.71,22.75,
22.43,0.0,0.0,26.42,22.59,17.54,21.54,24.19,22.89,24.31,24.45,21.86,21.91,0.0,0.0,24.28,22.11,21.63,0.0,24.97,0.0,0.0,0.0,0.0,24.03,0.0,0.0,0.0,0.0,0.0,0.0,22.36,21.39,0.0,22.36,21.93,0.0,0.0,25.92,0.0,21.74,0.0,24.25,0.0,18.4,0.0,0.0,21.4,25.97,20.61,
23.76,0.0,20.9,0.0,0.0,25.41,0.0,0.0,0.0,0.0,24.43,0.0,0.0,0.0,0.0,0.0,23.74,20.34,0.0,0.0,0.0,22.21,0.0,24.36,24.88,0.0,22.57,21.06,22.96,23.11,19.07,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03,17.94,0.0,22.81,0.0,0.0,0.0,0.0,22.03,0.0,0.0,
24.62,22.11,23.44,19.65,21.69,0.0,17.96,0.0,0.0,0.0,23.93,20.79,25.19,0.0,0.0,21.37,24.82,0.0,0.0,0.0,0.0,21.65,24.65,0.0,24.0,0.0,0.0,21.12,26.28,26.12,23.42,0.0,0.0,0.0,0.0,0.0,26.96,0.0,21.93,0.0,0.0,22.46,0.0,0.0,16.99,19.67,0.0,29.25,0.0,0.0,
0.0,0.0,0.0,22.57,23.99,0.0,21.78,0.0,0.0,23.64,0.0,20.59,0.0,26.26,22.71,19.24,18.69,0.0,24.42,0.0,23.98,23.16,20.25,21.19,23.88,20.74,18.85,22.44,0.0,0.0,20.73,18.87,0.0,24.24,23.99,0.0,24.35,0.0,21.59,23.8,22.21,24.04,0.0,24.61,23.34,0.0,25.11,22.72,0.0,23.77,
20.5,22.7,0.0,0.0,19.64,0.0,24.17,25.54,0.0,0.0,24.46,0.0,25.83,0.0,0.0,0.0,20.6,22.96,22.39,0.0,0.0,0.0,23.12,25.81,0.0,0.0,23.27,22.17,0.0,24.73,0.0,0.0,21.56,0.0,26.29,24.26,22.42,0.0,0.0,0.0,23.39,24.22,23.95,20.26,0.0,23.62,21.46,0.0,0.0,20.77,
26.28,23.12,19.19,0.0,0.0,0.0,19.03,0.0,0.0,0.0,0.0,0.0,18.71,23.24,0.0,0.0,23.5,20.92,0.0,25.57,20.73,26.06,23.85,18.85,22.01,24.13,0.0,0.0,0.0,22.7,0.0,0.0,18.88,0.0,17.33,18.99,0.0,25.15,22.98,0.0,21.33,22.22,20.45,21.9,25.61,21.73,23.02,23.89,0.0,0.0,
0.0,0.0,22.17,21.67,21.08,0.0,23.76,0.0,21.06,21.19,0.0,0.0,23.56,0.0,0.0,0.0,0.0,24.43,25.35,23.98,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,25.22,0.0,24.62,23.18,0.0,0.0,0.0,0.0,24.28,25.09,0.0,0.0,0.0,0.0,21.76,0.0,0.0,0.0,0.0,0.0,0.0,23.84,
24.01,24.12,0.0,0.0,22.1,0.0,20.74,0.0,0.0,22.4,23.69,22.53,22.69,0.0,24.81,0.0,0.0,21.91,0.0,24.43,18.3,22.35,19.28,25.39,23.13,24.17,0.0,0.0,19.26,22.31,0.0,20.11,22.03,0.0,19.52,0.0,0.0,24.61,0.0,24.06,0.0,22.1,0.0,21.47,0.0,23.24,0.0,0.0,0.0,24.83,
25.98,22.95,21.5,23.46,24.37,0.0,20.0,22.29,24.52,24.14,25.15,0.0,0.0,0.0,0.0,19.25,22.41,0.0,23.25,22.85,0.0,0.0,18.18,0.0,0.0,0.0,27.3,22.42,0.0,22.75,0.0,0.0,23.32,0.0,0.0,0.0,0.0,23.57,0.0,23.1,18.7,0.0,22.59,23.91,0.0,0.0,19.06,22.13,23.1,21.33,
0.0,0.0,20.67,0.0,0.0,22.5,23.7,0.0,20.68,21.53,0.0,0.0,0.0,19.97,0.0,0.0,0.0,0.0,19.29,22.74,21.24,23.08,0.0,0.0,27.49,0.0,24.18,0.0,0.0,0.0,0.0,19.08,0.0,0.0,0.0,27.99,0.0,25.5,0.0,0.0,22.65,26.77,0.0,0.0,21.9,22.08,0.0,0.0,25.39,24.81,
0.0,0.0,0.0,19.72,0.0,0.0,0.0,24.65,20.96,23.7,0.0,0.0,0.0,28.47,18.7,20.7,23.06,0.0,0.0,0.0,22.75,0.0,20.43,21.02,0.0,20.08,23.64,0.0,26.67,22.96,21.85,25.94,0.0,0.0,0.0,22.3,25.25,0.0,22.42,0.0,0.0,21.64,0.0,20.1,0.0,0.0,0.0,0.0,21.66,21.71,
23.92,0.0,26.25,24.71,0.0,0.0,23.81,0.0,0.0,0.0,26.18,0.0,21.98,20.48,0.0,20.66,23.07,21.5,0.0,24.48,23.82,0.0,0.0,23.35,0.0,0.0,24.33,0.0,23.21,20.67,22.82,0.0,0.0,0.0,22.91,23.72,0.0,0.0,22.99,23.61,0.0,28.15,24.33,0.0,24.39,0.0,23.66,20.17,20.55,0.0,
19.56,0.0,22.12,0.0,0.0,0.0,19.3,25.37,0.0,0.0,0.0,0.0,0.0,0.0,17.92,22.71,0.0,0.0,0.0,0.0,21.11,0.0,0.0,0.0,23.81,25.01,22.5,22.77,19.29,0.0,26.07,20.58,26.27,0.0,0.0,25.87,21.85,21.73,23.76,0.0,0.0,0.0,24.69,22.16,0.0,0.0,0.0,25.0,22.13,0.0,
25.13,22.14,0.0,25.08,0.0,23.48,21.82,0.0,23.59,0.0,24.61,25.58,23.83,0.0,21.83,0.0,24.21,23.37,0.0,0.0,0.0,29.83,0.0,22.25,18.21,23.03,23.62,21.86,0.0,0.0,0.0,0.0,18.82,19.54,24.07,25.73,0.0,21.07,24.08,22.96,0.0,22.47,0.0,0.0,0.0,0.0,21.11,0.0,0.0,0.0,
0.0,0.0,0.0,22.62,22.05,0.0,0.0,23.95,20.79,0.0,22.72,21.15,0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,0.0,0.0,18.46,0.0,21.09,0.0,0.0,21.98,20.07,22.25,0.0,21.41,22.64,0.0,18.13,22.88,20.85,0.0,0.0,0.0,24.32,0.0,22.12,0.0,21.49,23.03,0.0,0.0,
24.06,0.0,0.0,23.04,0.0,25.02,0.0,0.0,0.0,19.38,0.0,0.0,23.48,19.95,21.49,19.59,21.34,22.27,22.13,0.0,20.87,17.54,0.0,0.0,23.88,0.0,21.74,0.0,0.0,26.2,22.42,0.0,0.0,0.0,18.23,0.0,23.56,0.0,0.0,0.0,22.19,22.69,0.0,0.0,0.0,21.42,22.0,0.0,25.57,22.72,
0.0,24.32,0.0,23.01,0.0,20.1,21.44,21.45,23.15,24.97,0.0,0.0,21.88,0.0,20.9,0.0,0.0,0.0,0.0,26.75,23.57,19.73,0.0,18.26,23.76,0.0,22.07,28.73,23.81,0.0,0.0,0.0,25.73,0.0,20.91,22.87,0.0,0.0,0.0,0.0,24.72,20.63,22.8,0.0,21.08,25.78,0.0,21.53,0.0,0.0,
0.0,20.21,23.51,20.59,0.0,0.0,19.19,0.0,24.45,0.0,0.0,24.87,21.94,0.0,22.26,0.0,24.12,0.0,23.16,20.99,0.0,22.69,24.37,21.84,20.39,0.0,18.04,20.35,0.0,24.02,24.13,23.24,0.0,21.3,23.85,22.92,20.23,24.36,0.0,20.54,21.76,0.0,23.53,22.59,22.86,0.0,0.0,24.85,0.0,19.17,
20.8,25.87,0.0,21.9,0.0,27.38,0.0,21.66,0.0,20.32,21.83,22.31,0.0,0.0,20.9,25.38,19.44,0.0,0.0,25.23,0.0,0.0,0.0,22.36,0.0,0.0,0.0,24.93,23.87,25.0,23.46,0.0,0.0,23.99,0.0,0.0,23.42,0.0,25.49,20.85,21.53,24.6,23.97,0.0,0.0,0.0,22.68,0.0,23.45,21.43,
0.0,20.17,23.65,18.42,19.62,0.0,18.86,20.5,24.82,25.51,0.0,0.0,20.2,0.0,0.0,20.73,0.0,0.0,20.87,0.0,0.0,0.0,22.5,0.0,0.0,19.36,22.6,0.0,0.0,26.32,0.0,26.07,0.0,0.0,0.0,0.0,0.0,20.84,18.99,0.0,0.0,22.79,0.0,26.86,0.0,21.61,0.0,21.58,0.0,0.0,
20.82,0.0,0.0,21.61,0.0,25.58,0.0,0.0,0.0,24.94,17.05,0.0,23.68,0.0,0.0,23.22,0.0,24.02,0.0,0.0,0.0,22.12,23.12,0.0,18.99,17.59,0.0,0.0,0.0,24.22,23.29,22.76,0.0,22.26,0.0,0.0,0.0,22.72,23.21,23.6,24.19,0.0,22.69,21.91,23.69,22.59,23.24,0.0,23.93,0.0,
0.0,0.0,19.93,0.0,0.0,0.0,25.97,26.66,21.79,21.45,27.31,0.0,23.93,22.38,19.38,0.0,0.0,21.61,19.36,0.0,26.92,0.0,0.0,0.0,0.0,22.5,0.0,0.0,24.56,0.0,24.38,0.0,0.0,21.76,21.34,24.9,22.06,0.0,0.0,23.22,23.51,26.95,22.73,23.23,24.51,24.15,17.9,0.0,0.0,21.49,
23.74,0.0,18.84,24.87,0.0,23.96,0.0,23.06,21.0,0.0,22.92,0.0,0.0,0.0,0.0,0.0,26.24,22.68,21.39,0.0,0.0,17.12,21.98,22.34,19.05,0.0,0.0,22.5,0.0,21.25,0.0,0.0,25.1,0.0,22.37,21.66,0.0,0.0,21.46,18.54,21.24,22.02,25.98,0.0,23.79,19.82,23.43,0.0,0.0,20.54,
23.23,22.69,0.0,20.32,0.0,19.78,0.0,24.95,0.0,23.58,23.39,26.66,0.0,0.0,0.0,0.0,20.95,19.19,0.0,25.61,19.17,21.02,24.02,0.0,20.48,0.0,23.01,24.29,0.0,21.35,0.0,17.7,0.0,0.0,0.0,21.27,25.08,21.37,21.86,19.36,22.43,22.98,0.0,0.0,0.0,0.0,22.7,22.18,21.61,0.0,
22.79,22.2,0.0,0.0,22.11,22.7,19.64,0.0,22.06,20.92,0.0,24.53,22.39,23.53,0.0,25.58,24.55,0.0,0.0,0.0,28.48,0.0,0.0,22.32,22.38,21.65,24.34,23.24,21.9,0.0,19.23,0.0,22.06,27.05,0.0,0.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,20.32,21.16,24.7,22.35,0.0,22.89,20.18,
20.45,23.03,23.13,23.96,22.3,26.71,22.87,20.65,24.5,20.1,0.0,0.0,22.99,21.82,0.0,20.66,0.0,0.0,20.06,25.72,22.3,0.0,27.66,23.88,0.0,25.37,22.49,0.0,24.87,0.0,0.0,21.97,24.96,0.0,22.79,0.0,0.0,17.79,0.0,19.75,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,25.09,22.56,
0.0,0.0,0.0,21.48,21.78,26.89,18.47,0.0,0.0,23.98,0.0,21.64,24.32,23.74,0.0,0.0,23.23,0.0,25.02,22.89,21.0,24.12,0.0,24.57,22.4,0.0,22.02,0.0,0.0,0.0,22.76,22.71,0.0,0.0,21.88,0.0,0.0,0.0,0.0,0.0,21.55,22.24,0.0,23.83,0.0,22.67,0.0,0.0,21.96,21.59,
0.0,26.06,25.13,0.0,0.0,24.86,0.0,24.02,22.92,0.0,18.94,0.0,0.0,21.85,20.77,0.0,0.0,21.33,21.7,24.0,24.77,0.0,24.36,23.32,0.0,0.0,0.0,0.0,23.68,20.61,25.6,20.78,21.34,0.0,22.79,25.69,0.0,0.0,21.77,23.1,25.76,0.0,0.0,0.0,0.0,22.86,24.01,23.96,0.0,0.0,
0.0,22.37,19.62,0.0,25.4,0.0,22.62,0.0,24.08,0.0,23.99,0.0,25.68,0.0,21.6,0.0,20.72,0.0,24.32,0.0,0.0,25.94,0.0,26.2,0.0,0.0,0.0,24.18,0.0,19.59,23.67,19.75,0.0,0.0,0.0,0.0,0.0,21.67,0.0,23.4,24.97,24.05,24.29,24.9,23.53,21.97,0.0,0.0,0.0,0.0,
23.33,0.0,21.95,24.42,0.0,0.0,18.98,0.0,25.08,22.0,21.19,0.0,0.0,24.48,21.52,23.52,22.59,19.12,22.24,0.0,20.78,21.3,0.0,22.9,0.0,0.0,25.17,20.44,0.0,0.0,15.29,22.46,0.0,0.0,21.62,21.73,0.0,22.06,15.54,0.0,0.0,21.2,0.0,22.32,20.48,0.0,21.45,0.0,23.81,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,18.64,19.55,22.63,0.0,0.0,0.0,24.55,0.0,19.52,0.0,19.32,0.0,0.0,19.31,23.38,0.0,0.0,0.0,0.0,23.38,0.0,24.15,0.0,21.75,0.0,21.69,0.0,18.83,24.52,22.4,0.0,0.0,24.23,21.85,0.0,0.0,20.16,0.0,0.0,21.94,
19.29,21.08,22.54,20.19,0.0,0.0,26.44,0.0,0.0,21.59,0.0,22.07,0.0,18.44,21.84,0.0,0.0,0.0,22.04,26.85,24.46,21.57,0.0,0.0,19.37,0.0,0.0,0.0,20.82,0.0,0.0,0.0,21.81,0.0,21.72,20.65,0.0,17.92,0.0,0.0,21.24,23.69,20.48,0.0,23.24,0.0,23.56,0.0,0.0,23.7,
26.05,20.55,0.0,0.0,0.0,21.78,21.27,25.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,0.0,23.61,0.0,22.85,22.87,22.75,0.0,23.32,0.0,26.33,0.0,22.67,0.0,21.39,23.07,22.84,21.22,0.0,0.0,19.19,0.0,25.35,0.0,18.92,23.35,0.0,21.81,0.0,21.34,0.0,21.87,
0.0,0.0,27.32,0.0,27.32,24.36,0.0,26.2,0.0,0.0,0.0,0.0,0.0,24.2,26.3,23.58,19.94,22.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,18.84,23.98,0.0,0.0,0.0,0.0,22.47,0.0,0.0,0.0,18.94,0.0,0.0,21.24,21.25,0.0,0.0,0.0,0.0,0.0,23.96,0.0,22.14,
0.0,23.09,0.0,0.0,18.6,23.41,19.19,27.82,0.0,25.16,0.0,17.37,0.0,23.82,23.65,23.6,22.5,0.0,0.0,23.93,22.84,25.38,23.51,0.0,0.0,0.0,22.83,0.0,0.0,0.0,20.68,0.0,19.15,0.0,0.0,21.35,21.52,0.0,0.0,25.3,22.72,20.32,0.0,22.0,0.0,19.77,22.65,19.39,24.92,0.0,
0.0,20.2,0.0,0.0,23.99,0.0,0.0,17.75,19.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,0.0,0.0,21.42,0.0,20.85,21.36,22.57,19.1,21.91,26.05,23.18,27.26,23.45,23.78,0.0,0.0,0.0,24.79,23.52,22.58,22.39,0.0,0.0,21.27,20.56,21.55,20.6,0.0,0.0,23.93,0.0,28.72,0.0,
0.0,17.92,0.0,23.69,21.07,0.0,25.89,25.22,0.0,0.0,20.07,22.62,21.57,24.65,0.0,0.0,23.34,0.0,28.13,21.01,0.0,0.0,0.0,23.05,0.0,0.0,0.0,20.07,21.48,0.0,22.95,0.0,0.0,0.0,25.55,0.0,23.38,0.0,0.0,20.77,0.0,0.0,0.0,0.0,0.0,0.0,24.53,22.89,0.0,22.29,
25.42,22.93,0.0,0.0,22.62,21.62,20.44,23.74,23.75,22.65,0.0,0.0,0.0,24.46,0.0,0.0,23.35,22.86,28.33,22.57,23.18,0.0,0.0,0.0,23.16,0.0,22.68,0.0,23.99,0.0,0.0,0.0,0.0,0.0,0.0,22.08,24.68,0.0,0.0,0.0,0.0,18.08,21.38,21.55,0.0,0.0,24.32,0.0,0.0,24.44,
0.0,19.82,24.79,20.64,0.0,0.0,24.96,0.0,24.34,0.0,0.0,22.26,22.76,24.1,22.91,0.0,0.0,0.0,0.0,0.0,24.82,0.0,0.0,0.0,23.58,0.0,0.0,0.0,24.08,20.74,0.0,0.0,0.0,26.99,26.84,0.0,25.11,24.57,0.0,0.0,0.0,0.0,0.0,0.0,22.56,0.0,0.0,0.0,18.45,0.0,
22.84,0.0,0.0,23.35,21.98,0.0,21.64,0.0,21.53,0.0,24.07,0.0,0.0,25.14,0.0,0.0,0.0,0.0,0.0,0.0,20.94,21.62,0.0,22.04,0.0,0.0,28.06,23.9,0.0,0.0,22.05,0.0,0.0,0.0,0.0,23.48,20.01,20.45,27.02,0.0,0.0,0.0,0.0,20.64,23.64,19.76,0.0,17.05,0.0,27.98,
0.0,0.0,24.87,0.0,19.15,0.0,0.0,25.78,0.0,21.59,24.43,0.0,19.42,24.44,0.0,0.0,23.03,0.0,0.0,19.75,24.61,0.0,21.8,21.62,0.0,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.1,0.0,25.23,21.49,21.11,24.2,0.0,0.0,21.44,24.74,24.52,0.0,0.0,
0.0,0.0,22.81,23.26,24.16,22.07,21.69,20.65,0.0,20.71,22.59,0.0,0.0,24.13,23.73,0.0,19.43,0.0,18.11,19.03,24.07,0.0,20.15,0.0,20.57,0.0,0.0,24.04,20.03,23.62,22.26,26.19,22.58,20.41,0.0,0.0,0.0,25.16,0.0,0.0,22.54,0.0,0.0,20.89,21.77,27.17,0.0,0.0,25.68,25.99,
19.94,0.0,0.0,22.54,21.46,0.0,23.2,0.0,0.0,0.0,0.0,0.0,21.24,25.11,20.47,0.0,25.47,22.58,0.0,0.0,0.0,19.79,0.0,30.6,20.03,0.0,0.0,0.0,21.07,0.0,0.0,22.66,21.38,0.0,0.0,24.41,0.0,0.0,23.22,0.0,0.0,0.0,19.19,0.0,27.1,22.79,0.0,26.42,19.41,18.25,
21.78,0.0,0.0,22.03,21.17,0.0,0.0,21.97,20.77,0.0,0.0,19.29,24.6,19.91,0.0,0.0,15.72,0.0,20.36,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03,0.0,0.0,25.97,0.0,0.0,0.0,23.18,0.0,0.0,0.0,24.72,0.0,21.64,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,23.13,0.0,26.19,19.54,0.0,0.0,0.0,0.0,20.63,0.0,23.2,23.2,21.21,0.0,23.42,25.56,20.8,0.0,20.91,16.73,21.17,0.0,25.07,25.11,19.99,0.0,22.1,18.82,23.79,24.29,0.0,21.33,0.0,0.0,18.57,0.0,0.0,27.8,25.83,0.0,21.0,0.0,23.71,0.0,0.0,0.0,26.89,0.0,24.43,
