#NO_PRODUCTS, NO_STORES
26.3,18.08,26.1,22.44,0.0,0.0,21.1,21.27,0.0,23.49,22.35,23.59,23.57,24.4,23.99,0.0,25.58,19.75,0.0,25.8,0.0,0.0,22.29,0.0,0.0,0.0,0.0,0.0,24.04,19.32,26.77,0.0,0.0,0.0,20.41,23.24,19.06,22.86,0.0,0.0,0.0,0.0,20.78,0.0,0.0,27.12,0.0,0.0,0.0,0.0,
22.92,0.0,0.0,0.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,21.07,24.51,0.0,24.33,22.89,0.0,0.0,23.84,23.33,22.6,22.6,0.0,20.17,23.97,0.0,22.84,23.55,0.0,0.0,0.0,0.0,21.55,22.31,22.62,0.0,20.12,23.04,23.09,0.0,0.0,21.04,22.31,23.82,0.0,20.04,0.0,19.98,0.0,
25.56,25.17,22.96,18.78,23.95,0.0,0.0,0.0,17.45,0.0,0.0,0.0,0.0,23.55,19.36,22.35,24.33,24.47,0.0,0.0,0.0,22.63,22.36,24.5,0.0,0.0,22.1,0.0,0.0,0.0,23.12,21.82,0.0,0.0,19.34,0.0,23.15,22.93,22.15,0.0,22.15,0.0,20.1,0.0,0.0,20.55,26.1,0.0,19.91,0.0,
22.03,20.0,0.0,24.08,25.52,20.59,26.19,0.0,0.0,0.0,0.0,22.36,0.0,0.0,20.31,21.21,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,20.72,22.11,18.39,0.0,0.0,0.0,0.0,25.46,0.0,23.35,17.23,0.0,22.25,0.0,0.0,0.0,0.0,0.0,23.26,21.41,19.74,15.82,0.0,20.65,0.0,
0.0,0.0,20.78,23.19,0.0,23.86,0.0,0.0,0.0,0.0,25.61,23.0,0.0,0.0,0.0,0.0,26.21,0.0,0.0,0.0,0.0,22.9,0.0,0.0,23.39,0.0,20.22,0.0,0.0,20.67,23.61,0.0,19.47,0.0,0.0,0.0,20.07,0.0,0.0,22.66,20.37,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,
22.97,0.0,0.0,22.88,0.0,0.0,0.0,0.0,24.22,0.0,0.0,25.21,23.98,23.42,22.04,19.9,21.0,0.0,22.52,0.0,0.0,0.0,21.17,17.56,0.0,0.0,0.0,26.65,22.39,0.0,0.0,24.24,18.56,0.0,27.38,0.0,0.0,0.0,24.78,20.04,0.0,0.0,0.0,22.35,25.33,0.0,0.0,18.41,0.0,22.2,
0.0,0.0,0.0,0.0,21.24,20.41,0.0,19.93,0.0,19.02,18.79,0.0,23.34,24.09,25.89,21.59,24.5,20.13,19.05,22.97,24.25,25.05,0.0,23.38,0.0,0.0,23.43,19.88,22.72,0.0,23.45,19.43,17.15,18.7,20.96,21.37,0.0,0.0,19.97,0.0,18.84,0.0,20.87,0.0,0.0,23.05,0.0,20.47,23.6,21.45,
22.74,0.0,20.75,18.83,0.0,24.21,0.0,20.97,20.39,26.77,23.71,0.0,24.02,0.0,0.0,0.0,21.71,23.53,21.24,20.63,0.0,20.69,19.04,25.99,23.37,0.0,23.98,20.63,0.0,0.0,25.83,0.0,0.0,21.3,0.0,20.28,0.0,22.03,21.92,0.0,23.24,23.98,19.29,0.0,0.0,0.0,21.97,23.27,0.0,26.32,
0.0,23.6,17.49,0.0,0.0,19.26,23.11,21.18,0.0,0.0,22.69,20.3,21.98,25.5,0.0,0.0,23.39,22.03,19.93,19.85,24.28,0.0,0.0,0.0,0.0,0.0,0.0,22.49,0.0,22.52,24.98,0.0,0.0,19.64,0.0,22.5,0.0,0.0,0.0,0.0,0.0,18.99,0.0,0.0,24.09,22.82,21.19,25.65,0.0,24.6,
0.0,0.0,21.81,0.0,24.32,0.0,21.52,22.1,23.58,23.51,22.84,23.52,25.39,0.0,23.46,0.0,22.71,0.0,0.0,21.55,0.0,0.0,21.6,20.16,18.37,0.0,18.74,27.68,24.25,24.12,0.0,20.0,24.89,0.0,0.0,0.0,0.0,26.1,18.2,22.57,0.0,19.9,0.0,20.83,0.0,28.79,28.16,20.9,22.37,20.78,
19.63,24.04,20.48,20.46,26.36,23.5,21.62,0.0,0.0,0.0,27.22,18.67,0.0,22.74,20.06,25.46,0.0,21.5,19.52,21.07,0.0,0.0,0.0,0.0,19.71,0.0,0.0,22.0,0.0,23.06,0.0,24.75,16.4,20.14,23.71,0.0,0.0,0.0,27.3,20.91,22.59,0.0,0.0,0.0,0.0,19.55,0.0,21.64,0.0,0.0,
0.0,0.0,21.34,20.18,22.47,22.81,0.0,0.0,0.0,0.0,18.8,26.07,26.11,20.04,22.12,23.67,19.92,0.0,21.35,25.52,20.88,0.0,0.0,0.0,22.09,23.06,0.0,18.96,24.14,23.51,23.96,23.31,22.89,20.48,0.0,20.74,0.0,0.0,0.0,22.65,0.0,0.0,22.59,19.56,0.0,20.6,0.0,25.28,23.98,0.0,
0.0,22.9,0.0,0.0,24.9,0.0,22.99,21.37,22.18,0.0,0.0,0.0,23.06,20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.04,0.0,22.21,18.61,24.39,0.0,0.0,0.0,0.0,0.0,18.76,23.0,0.0,0.0,0.0,0.0,22.52,0.0,21.63,20.84,0.0,23.47,0.0,0.0,0.0,0.0,19.96,22.45,0.0,
0.0,21.86,22.84,23.39,21.48,19.71,0.0,20.37,0.0,20.87,19.48,22.47,22.66,20.39,25.18,20.06,0.0,20.45,20.31,0.0,21.23,0.0,0.0,17.26,22.63,0.0,22.52,20.96,26.88,21.74,0.0,19.47,0.0,21.52,23.62,0.0,0.0,20.54,23.9,18.09,0.0,0.0,0.0,24.27,24.05,0.0,19.75,22.82,22.44,23.91,
19.36,24.25,0.0,0.0,0.0,23.37,0.0,21.73,0.0,0.0,0.0,20.04,20.4,0.0,0.0,0.0,0.0,0.0,20.08,25.11,22.47,0.0,22.16,0.0,0.0,25.55,21.03,26.29,20.47,0.0,23.25,18.07,20.16,0.0,18.41,0.0,22.65,0.0,24.66,22.0,22.34,0.0,24.07,24.49,21.05,0.0,0.0,0.0,20.77,23.18,
22.7,0.0,0.0,22.42,0.0,19.22,21.68,0.0,0.0,0.0,0.0,27.05,0.0,0.0,24.93,0.0,26.93,0.0,18.41,20.04,0.0,21.92,0.0,0.0,0.0,20.78,0.0,23.13,20.75,0.0,18.23,21.56,0.0,0.0,0.0,0.0,22.21,0.0,21.28,0.0,0.0,22.87,22.48,18.95,0.0,22.87,0.0,21.57,20.91,0.0,
0.0,19.36,21.45,0.0,22.93,0.0,0.0,0.0,0.0,21.0,24.66,0.0,0.0,21.52,20.27,0.0,0.0,19.7,0.0,23.75,24.15,22.69,20.61,25.74,0.0,23.3,27.69,0.0,26.99,24.16,24.04,21.57,24.03,0.0,0.0,17.11,0.0,0.0,0.0,0.0,0.0,24.58,25.4,0.0,23.41,25.96,0.0,26.56,0.0,20.82,
23.22,0.0,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,22.4,26.91,21.44,22.07,0.0,0.0,0.0,23.98,24.54,21.53,0.0,22.3,0.0,21.19,0.0,21.8,21.19,22.39,25.36,0.0,0.0,0.0,0.0,0.0,20.03,24.4,0.0,0.0,23.91,0.0,22.04,20.75,21.55,20.25,0.0,0.0,0.0,23.09,0.0,
0.0,21.23,0.0,0.0,0.0,23.03,0.0,0.0,0.0,0.0,22.17,22.59,21.98,22.48,0.0,0.0,23.26,19.81,22.25,0.0,23.44,0.0,20.23,0.0,0.0,0.0,0.0,22.21,22.39,20.43,24.28,26.65,0.0,0.0,18.51,0.0,21.86,0.0,22.0,0.0,0.0,21.99,23.46,0.0,18.23,30.05,0.0,0.0,0.0,21.68,
22.14,23.63,18.58,0.0,0.0,24.5,0.0,0.0,24.56,0.0,0.0,22.51,0.0,22.56,21.18,0.0,23.7,19.37,22.2,0.0,0.0,22.23,20.69,0.0,22.42,26.53,25.93,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31,23.22,23.49,19.15,19.85,0.0,20.39,0.0,0.0,22.31,0.0,24.13,22.08,24.85,0.0,
23.64,22.49,26.08,0.0,21.54,21.6,26.09,20.17,20.63,24.51,23.17,22.1,0.0,0.0,0.0,26.83,0.0,20.63,24.25,24.98,21.93,0.0,0.0,0.0,0.0,0.0,22.47,23.19,22.93,20.0,0.0,0.0,21.12,25.29,20.97,0.0,0.0,0.0,0.0,0.0,27.81,18.67,24.23,20.45,20.3,22.77,0.0,0.0,24.47,0.0,
0.0,28.57,0.0,0.0,20.93,0.0,0.0,0.0,0.0,0.0,0.0,25.59,0.0,0.0,0.0,0.0,21.8,25.69,0.0,22.32,0.0,0.0,0.0,0.0,23.62,22.3,20.33,27.17,24.65,0.0,0.0,21.65,0.0,17.78,23.97,24.33,19.12,24.17,20.2,23.4,0.0,21.67,22.84,0.0,21.41,0.0,0.0,0.0,20.57,26.81,
0.0,0.0,0.0,25.99,0.0,24.49,23.86,21.59,0.0,20.63,26.38,0.0,25.26,18.99,0.0,24.09,0.0,26.14,0.0,22.95,23.54,0.0,0.0,21.7,21.43,23.79,22.95,0.0,0.0,28.58,0.0,0.0,23.29,23.43,21.36,24.18,0.0,0.0,0.0,0.0,0.0,21.48,0.0,0.0,21.79,23.44,0.0,21.65,0.0,0.0,
0.0,0.0,0.0,23.52,0.0,0.0,0.0,21.18,0.0,24.15,24.35,22.11,0.0,0.0,0.0,0.0,0.0,20.15,0.0,22.67,0.0,18.78,0.0,0.0,26.53,20.66,16.82,0.0,21.46,23.7,18.38,0.0,27.18,0.0,17.08,0.0,0.0,0.0,24.23,21.33,0.0,0.0,0.0,24.27,0.0,0.0,0.0,0.0,0.0,26.25,
0.0,26.29,0.0,24.68,0.0,21.3,0.0,21.81,23.22,23.68,0.0,23.62,27.16,0.0,22.55,0.0,0.0,25.02,0.0,19.15,0.0,23.2,0.0,24.87,0.0,0.0,0.0,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,0.0,0.0,0.0,25.65,22.77,25.84,0.0,0.0,22.74,0.0,22.47,22.01,25.3,25.88,
0.0,22.17,0.0,0.0,21.24,23.65,21.99,0.0,23.35,0.0,23.97,0.0,0.0,0.0,22.74,0.0,0.0,0.0,24.12,0.0,23.1,0.0,0.0,23.16,0.0,0.0,24.8,0.0,0.0,24.91,0.0,20.51,20.49,21.74,24.22,0.0,21.64,21.89,0.0,0.0,21.06,0.0,0.0,24.63,0.0,23.9,0.0,0.0,0.0,0.0,
0.0,21.59,20.83,0.0,0.0,0.0,0.0,0.0,25.15,0.0,23.48,0.0,0.0,20.6,24.8,0.0,0.0,0.0,24.67,0.0,21.39,24.38,19.14,0.0,0.0,0.0,24.2,0.0,0.0,0.0,19.09,0.0,25.09,25.1,24.3,24.0,23.24,21.3,19.76,0.0,0.0,23.98,0.0,23.28,21.47,23.12,24.57,0.0,0.0,20.37,
24.18,21.96,16.41,22.5,0.0,23.92,0.0,0.0,25.44,25.96,0.0,0.0,25.25,0.0,0.0,0.0,18.9,0.0,21.98,23.22,0.0,0.0,0.0,0.0,20.94,0.0,20.6,19.86,22.84,0.0,0.0,0.0,23.67,0.0,0.0,21.49,0.0,21.21,20.51,0.0,0.0,22.15,0.0,22.24,17.4,25.54,21.21,0.0,23.95,0.0,
21.63,24.12,21.3,0.0,24.77,0.0,0.0,25.81,19.56,0.0,0.0,23.66,0.0,0.0,0.0,0.0,0.0,0.0,24.94,0.0,0.0,0.0,0.0,23.28,24.63,0.0,0.0,0.0,20.64,25.78,0.0,26.18,0.0,0.0,21.62,24.08,0.0,0.0,0.0,20.35,0.0,0.0,0.0,23.63,0.0,0.0,22.42,21.75,24.79,0.0,
0.0,19.3,19.22,26.51,20.66,0.0,0.0,23.55,0.0,0.0,21.3,17.28,22.56,0.0,25.21,0.0,18.26,0.0,0.0,29.22,21.28,0.0,0.0,25.27,0.0,0.0,24.26,0.0,21.19,0.0,23.25,25.77,0.0,21.86,24.82,0.0,22.68,24.62,23.63,0.0,0.0,0.0,24.78,22.78,22.07,0.0,0.0,0.0,22.59,0.0,
24.33,19.24,0.0,21.76,0.0,23.6,0.0,21.28,22.16,0.0,0.0,0.0,0.0,0.0,0.0,20.08,22.78,0.0,0.0,0.0,20.62,0.0,0.0,20.38,26.13,0.0,0.0,0.0,21.83,0.0,25.89,20.14,21.66,21.1,19.68,22.86,22.06,21.29,25.51,24.62,0.0,0.0,0.0,0.0,0.0,22.59,22.43,0.0,0.0,0.0,
0.0,22.71,18.23,22.52,21.27,0.0,23.46,0.0,0.0,0.0,0.0,0.0,24.53,0.0,0.0,24.22,22.0,0.0,24.01,25.66,23.17,24.23,25.58,23.84,0.0,20.55,18.18,0.0,0.0,0.0,25.37,23.44,23.14,0.0,22.37,0.0,23.72,0.0,23.69,23.83,24.18,0.0,0.0,17.81,17.97,0.0,0.0,0.0,21.94,22.47,
0.0,0.0,0.0,20.39,23.65,0.0,0.0,24.88,0.0,19.24,25.89,0.0,22.92,0.0,0.0,24.84,0.0,23.36,0.0,0.0,22.93,23.99,0.0,19.68,24.15,23.98,0.0,22.66,0.0,25.75,0.0,0.0,20.72,19.13,0.0,26.29,0.0,19.19,0.0,0.0,22.41,0.0,21.01,19.12,0.0,22.47,0.0,23.2,20.94,0.0,
23.45,22.44,21.81,0.0,0.0,22.24,20.34,0.0,21.31,23.29,21.35,0.0,0.0,0.0,0.0,20.53,0.0,0.0,0.0,20.04,21.64,23.05,0.0,0.0,0.0,0.0,0.0,20.42,0.0,20.84,0.0,0.0,0.0,20.79,22.89,27.75,0.0,19.46,0.0,0.0,0.0,0.0,23.61,0.0,22.16,22.7,21.78,23.0,0.0,0.0,
0.0,22.8,22.43,27.41,21.41,22.13,22.94,0.0,22.16,0.0,21.52,22.16,26.79,0.0,0.0,20.38,18.96,24.46,21.97,0.0,27.26,21.58,0.0,0.0,25.08,19.59,0.0,24.51,0.0,0.0,0.0,19.76,0.0,0.0,0.0,26.99,23.35,0.0,0.0,22.97,22.56,21.31,21.26,0.0,24.29,28.61,0.0,0.0,0.0,23.3,
0.0,22.78,0.0,0.0,25.05,0.0,0.0,19.21,0.0,23.27,0.0,19.32,22.98,24.76,0.0,0.0,0.0,0.0,0.0,21.3,20.37,23.82,0.0,22.05,0.0,0.0,0.0,19.51,21.94,0.0,0.0,23.2,20.15,24.73,0.0,0.0,0.0,21.43,24.51,23.99,0.0,0.0,23.6,25.34,19.67,22.5,22.71,0.0,0.0,22.45,
26.26,24.29,0.0,0.0,21.75,0.0,23.69,27.85,0.0,22.69,24.39,24.35,20.83,0.0,0.0,0.0,22.39,24.77,0.0,0.0,0.0,0.0,0.0,0.0,22.12,24.75,25.1,0.0,0.0,0.0,0.0,25.26,22.61,0.0,0.0,19.34,0.0,0.0,24.29,24.16,0.0,26.19,0.0,23.31,21.7,0.0,23.94,0.0,0.0,18.34,
25.28,0.0,21.34,24.63,20.36,0.0,0.0,0.0,0.0,21.81,0.0,0.0,0.0,22.09,22.13,0.0,0.0,23.87,0.0,24.61,0.0,25.48,0.0,0.0,0.0,20.05,0.0,21.18,0.0,19.92,26.27,22.65,22.48,18.93,23.14,23.9,24.41,18.27,22.07,0.0,24.89,0.0,24.71,0.0,23.12,0.0,0.0,0.0,0.0,0.0,
20.48,28.07,23.62,21.19,21.62,18.53,0.0,25.46,0.0,0.0,22.39,0.0,18.9,25.13,0.0,0.0,28.6,21.8,16.8,20.76,20.98,21.04,24.63,18.21,0.0,22.72,0.0,23.45,24.12,20.16,20.78,0.0,24.37,0.0,0.0,0.0,0.0,24.42,0.0,20.86,25.31,0.0,23.61,0.0,0.0,0.0,0.0,21.77,20.83,15.83,
21.8,23.71,26.06,23.79,19.2,0.0,18.38,20.97,0.0,0.0,0.0,0.0,20.82,0.0,22.7,15.86,0.0,24.5,0.0,0.0,23.2,0.0,0.0,21.82,24.24,0.0,0.0,0.0,23.31,0.0,0.0,23.82,23.32,0.0,24.4,22.97,0.0,0.0,23.41,20.99,18.45,20.96,0.0,0.0,0.0,24.42,0.0,0.0,0.0,27.02,
22.98,0.0,0.0,25.65,0.0,22.62,0.0,25.33,0.0,0.0,0.0,0.0,0.0,24.0,23.07,0.0,0.0,26.15,0.0,18.51,0.0,22.46,24.54,23.77,0.0,0.0,18.34,19.83,19.95,0.0,0.0,20.46,20.98,22.93,0.0,20.22,0.0,23.03,26.2,22.68,0.0,0.0,20.67,21.41,0.0,24.35,0.0,22.98,0.0,0.0,
20.53,0.0,21.92,0.0,0.0,0.0,19.87,25.54,0.0,0.0,0.0,24.13,22.83,0.0,22.93,0.0,0.0,0.0,0.0,21.74,24.42,21.83,23.54,20.16,23.87,19.16,22.87,0.0,22.91,0.0,24.1,0.0,20.1,0.0,20.52,0.0,22.67,0.0,22.63,20.09,23.8,22.29,23.2,21.96,0.0,0.0,21.3,0.0,0.0,0.0,
0.0,24.36,0.0,25.72,0.0,23.88,24.05,0.0,22.9,22.43,0.0,0.0,0.0,20.69,26.83,24.0,22.74,21.12,19.99,0.0,0.0,0.0,0.0,18.03,22.28,0.0,0.0,23.14,0.0,0.0,22.77,21.06,0.0,0.0,0.0,20.28,0.0,23.28,0.0,28.89,20.95,21.7,17.39,0.0,21.63,0.0,21.99,22.52,0.0,21.99,
23.92,0.0,24.57,24.26,25.43,22.81,25.38,0.0,23.28,22.66,0.0,18.35,20.92,0.0,22.76,24.48,0.0,23.79,20.53,26.11,0.0,24.09,0.0,20.04,0.0,25.38,23.41,0.0,24.95,0.0,20.68,21.39,22.07,24.93,22.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,0.0,0.0,0.0,0.0,21.61,24.87,
0.0,27.06,0.0,0.0,0.0,22.39,0.0,0.0,0.0,20.59,27.4,19.36,0.0,0.0,23.44,21.2,0.0,24.45,27.09,22.49,0.0,22.05,0.0,0.0,22.46,20.99,19.62,0.0,0.0,21.51,0.0,0.0,19.81,23.29,22.24,27.28,0.0,0.0,0.0,0.0,0.0,0.0,25.71,24.09,25.8,0.0,20.42,23.98,0.0,0.0,
0.0,20.07,25.96,25.36,22.73,0.0,0.0,22.2,0.0,0.0,22.68,0.0,0.0,21.91,0.0,19.01,20.56,22.68,0.0,19.18,24.08,0.0,0.0,0.0,21.3,0.0,0.0,0.0,23.23,0.0,23.53,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,22.14,22.01,0.0,0.0,0.0,0.0,22.18,
22.81,24.37,0.0,24.0,21.82,0.0,0.0,0.0,0.0,0.0,19.57,0.0,0.0,16.75,0.0,24.1,0.0,0.0,20.23,22.25,20.1,0.0,19.76,22.22,0.0,24.64,0.0,0.0,19.36,0.0,22.65,23.73,0.0,0.0,25.56,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,21.58,0.0,24.0,23.36,19.08,24.85,0.0,
20.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23,0.0,18.03,21.43,0.0,0.0,21.31,0.0,0.0,0.0,20.39,0.0,24.87,0.0,19.83,0.0,19.78,20.87,22.95,0.0,25.04,0.0,0.0,0.0,22.08,0.0,0.0,0.0,0.0,20.81,0.0,22.28,23.37,19.26,23.43,0.0,0.0,21.35,23.25,0.0,0.0,
0.0,19.24,20.85,0.0,21.9,19.65,25.87,22.05,0.0,25.89,24.14,19.96,19.77,26.36,22.96,20.68,20.11,21.68,20.32,0.0,20.73,20.12,0.0,22.36,24.18,23.5,23.71,27.67,21.26,0.0,0.0,20.99,0.0,0.0,23.36,24.41,0.0,0.0,0.0,0.0,21.5,0.0,19.64,0.0,18.74,24.52,24.58,19.29,24.34,0.0,
0.0,16.57,24.62,0.0,0.0,19.62,0.0,19.76,27.11,18.27,0.0,22.19,0.0,16.57,22.02,0.0,0.0,0.0,0.0,21.94,0.0,0.0,20.67,0.0,0.0,22.64,0.0,22.97,0.0,0.0,26.62,23.24,22.15,0.0,23.52,0.0,0.0,0.0,22.52,21.56,24.56,0.0,19.7,22.47,0.0,0.0,0.0,0.0,0.0,20.86,
22.61,22.59,0.0,23.4,25.91,21.51,0.0,22.61,21.66,0.0,20.48,24.96,26.83,0.0,21.39,0.0,23.95,25.94,25.56,21.51,23.53,23.12,22.69,0.0,23.8,0.0,0.0,23.36,0.0,20.97,23.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19,0.0,22.15,23.36,0.0,23.76,17.97,22.66,0.0,23.78,0.0,0.0,
0.0,22.72,0.0,0.0,19.16,20.62,26.95,0.0,0.0,17.7,22.94,0.0,0.0,18.71,24.1,23.08,0.0,24.43,0.0,0.0,21.95,0.0,24.4,24.09,22.19,20.92,0.0,0.0,0.0,24.56,21.23,23.11,0.0,20.42,24.6,0.0,0.0,0.0,0.0,22.1,20.53,19.98,22.74,0.0,0.0,0.0,23.52,0.0,0.0,23.69,
24.24,0.0,0.0,0.0,0.0,24.33,19.97,0.0,25.29,0.0,0.0,0.0,20.17,0.0,17.93,22.45,0.0,0.0,23.23,24.51,0.0,16.88,24.44,0.0,0.0,25.43,22.57,24.49,21.26,0.0,0.0,0.0,0.0,20.79,19.37,0.0,23.72,0.0,26.82,0.0,0.0,20.99,0.0,0.0,0.0,22.09,0.0,0.0,20.24,0.0,
22.66,18.53,21.91,21.45,22.94,0.0,25.18,0.0,24.0,23.97,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0,24.04,0.0,0.0,0.0,0.0,20.92,0.0,21.66,23.46,0.0,0.0,0.0,0.0,0.0,24.22,19.18,26.71,18.02,24.06,0.0,22.27,0.0,0.0,0.0,0.0,22.89,0.0,0.0,0.0,0.0,25.84,24.21,
23.06,0.0,22.26,21.2,0.0,21.58,0.0,0.0,0.0,0.0,23.8,0.0,0.0,19.04,24.09,0.0,20.25,0.0,21.94,0.0,21.65,0.0,19.41,0.0,23.53,0.0,24.27,0.0,25.25,0.0,0.0,22.93,22.04,0.0,0.0,0.0,20.34,0.0,20.27,0.0,0.0,25.01,21.56,26.09,0.0,20.97,23.1,22.22,22.49,0.0,
