#NO_PRODUCTS, NO_STORES
0.0,23.46,19.43,0.0,0.0,0.0,0.0,25.61,23.38,26.14,20.13,0.0,24.27,27.26,0.0,29.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.48,25.17,0.0,0.0,0.0,22.79,24.7,22.34,23.54,0.0,0.0,0.0,0.0,0.0,23.73,0.0,19.03,21.58,0.0,20.24,0.0,0.0,0.0,21.83,20.49,26.2,21.81,
20.0,24.2,0.0,17.27,0.0,22.16,23.66,0.0,20.05,0.0,20.33,20.6,24.42,0.0,21.71,0.0,20.02,0.0,24.09,21.52,22.34,0.0,20.81,0.0,23.02,0.0,0.0,0.0,24.72,0.0,24.68,0.0,19.33,0.0,0.0,24.92,21.49,0.0,0.0,21.92,0.0,21.57,24.6,0.0,25.07,22.6,0.0,22.74,20.05,20.97,
0.0,22.73,0.0,0.0,20.79,20.13,0.0,21.32,0.0,0.0,0.0,22.53,25.61,0.0,0.0,0.0,0.0,18.46,0.0,0.0,24.26,0.0,22.87,23.37,24.75,24.76,24.72,0.0,0.0,24.27,0.0,0.0,0.0,15.84,0.0,24.32,0.0,25.94,0.0,20.1,0.0,24.71,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,26.32,0.0,0.0,25.28,0.0,0.0,23.54,24.14,20.65,0.0,0.0,0.0,0.0,0.0,21.48,23.61,0.0,20.17,0.0,21.06,0.0,24.85,22.54,22.79,0.0,0.0,0.0,28.71,23.67,16.64,0.0,24.04,0.0,17.78,26.13,22.98,0.0,23.02,0.0,0.0,0.0,22.89,0.0,0.0,0.0,20.91,22.75,0.0,0.0,
0.0,0.0,0.0,22.88,23.82,0.0,0.0,25.65,0.0,22.91,20.01,0.0,0.0,0.0,19.11,0.0,0.0,0.0,19.09,23.46,19.43,24.64,0.0,0.0,20.97,20.28,22.62,0.0,0.0,17.13,0.0,22.11,0.0,0.0,19.98,25.62,0.0,25.64,0.0,25.24,20.06,22.24,0.0,25.81,26.16,0.0,0.0,0.0,19.15,19.61,
25.3,20.54,0.0,0.0,0.0,19.41,0.0,26.24,0.0,0.0,23.6,0.0,21.17,0.0,0.0,21.9,0.0,21.73,0.0,0.0,25.92,0.0,21.48,16.81,0.0,22.45,0.0,0.0,22.6,0.0,20.83,24.88,20.94,16.13,0.0,0.0,20.9,21.92,22.5,25.42,24.54,0.0,0.0,21.25,0.0,21.21,21.1,19.66,25.45,26.03,
24.15,0.0,22.65,0.0,25.98,20.49,0.0,21.68,0.0,23.18,0.0,0.0,22.6,25.11,22.64,22.85,23.78,21.69,20.0,24.52,24.82,0.0,21.97,24.81,21.49,0.0,0.0,0.0,22.04,19.78,21.0,23.15,22.25,18.67,23.0,0.0,0.0,0.0,0.0,0.0,23.51,0.0,0.0,0.0,0.0,0.0,0.0,23.89,23.91,21.04,
0.0,0.0,18.72,20.57,0.0,0.0,22.32,23.96,0.0,0.0,0.0,0.0,23.75,24.65,26.25,23.63,20.23,23.11,24.3,0.0,0.0,0.0,23.89,18.69,0.0,23.11,24.35,22.92,0.0,22.98,0.0,20.63,19.15,0.0,0.0,0.0,23.83,0.0,19.62,27.83,24.37,0.0,21.07,0.0,21.02,23.83,21.71,0.0,19.96,17.83,
0.0,0.0,0.0,0.0,0.0,20.67,20.68,0.0,0.0,0.0,19.31,0.0,0.0,0.0,23.55,0.0,23.82,0.0,0.0,0.0,23.16,22.75,24.24,18.51,0.0,0.0,0.0,0.0,24.22,22.95,25.39,0.0,0.0,18.9,0.0,0.0,25.2,0.0,21.34,0.0,22.16,0.0,18.85,19.02,0.0,20.32,0.0,0.0,23.18,0.0,
0.0,0.0,20.49,23.56,0.0,18.76,23.02,22.64,0.0,23.51,0.0,0.0,0.0,23.97,26.2,0.0,21.05,0.0,27.38,0.0,0.0,21.49,0.0,0.0,23.03,22.26,23.43,19.73,0.0,17.34,0.0,0.0,28.53,21.33,19.79,21.18,0.0,0.0,0.0,23.75,0.0,0.0,20.69,21.62,0.0,0.0,0.0,20.84,19.92,0.0,
0.0,0.0,28.31,27.23,0.0,0.0,20.55,0.0,25.57,18.47,23.79,19.03,25.01,0.0,0.0,0.0,0.0,19.98,0.0,0.0,27.81,27.35,22.73,0.0,17.54,0.0,0.0,23.7,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,16.91,0.0,20.71,21.11,0.0,25.29,0.0,
0.0,20.91,0.0,0.0,21.02,0.0,19.68,20.15,24.66,19.73,18.74,22.3,0.0,0.0,0.0,0.0,21.4,23.03,25.0,0.0,0.0,25.17,24.51,24.14,0.0,22.52,25.69,23.2,21.39,22.74,0.0,0.0,22.17,0.0,24.02,0.0,19.84,0.0,28.18,21.48,0.0,0.0,19.42,21.98,20.86,0.0,25.98,19.11,24.15,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,23.03,21.3,20.65,24.36,0.0,21.84,0.0,22.82,23.23,20.8,26.55,0.0,0.0,23.06,21.52,0.0,22.22,0.0,19.34,24.69,20.7,0.0,21.45,19.43,23.28,0.0,0.0,0.0,0.0,25.85,21.8,22.56,20.73,20.06,0.0,22.45,0.0,20.67,0.0,0.0,26.37,0.0,21.55,19.58,
0.0,0.0,0.0,0.0,24.23,0.0,22.23,0.0,0.0,21.54,0.0,0.0,22.87,0.0,0.0,24.12,18.85,0.0,21.16,25.03,27.4,21.14,24.65,0.0,20.55,0.0,23.06,24.43,22.37,0.0,0.0,23.94,20.98,22.89,19.31,0.0,21.43,21.13,0.0,0.0,19.4,0.0,0.0,0.0,19.85,0.0,24.1,24.08,19.29,22.27,
20.61,0.0,0.0,0.0,22.18,0.0,0.0,17.16,0.0,0.0,22.54,24.21,22.1,0.0,19.83,0.0,22.31,0.0,0.0,0.0,0.0,0.0,0.0,21.15,21.84,0.0,21.28,20.87,17.82,25.72,24.57,0.0,0.0,19.46,0.0,0.0,20.23,0.0,21.48,0.0,0.0,26.19,22.75,21.78,21.01,22.52,27.36,20.95,0.0,20.39,
26.87,0.0,0.0,23.23,24.35,22.87,0.0,0.0,26.75,24.42,23.64,24.45,21.25,0.0,0.0,23.55,21.25,22.61,19.99,22.09,0.0,0.0,0.0,22.92,26.08,20.67,24.53,0.0,26.03,0.0,21.82,23.71,0.0,0.0,20.06,0.0,0.0,0.0,22.64,23.43,23.73,0.0,0.0,23.29,0.0,23.12,21.77,19.79,0.0,0.0,
24.59,19.31,0.0,0.0,21.93,23.5,0.0,23.68,0.0,26.96,22.93,21.94,22.27,0.0,17.95,22.47,20.9,0.0,18.09,23.88,0.0,22.56,19.68,20.15,0.0,24.13,0.0,0.0,23.3,22.12,0.0,0.0,23.55,22.12,18.82,0.0,22.53,0.0,23.69,25.18,0.0,21.88,0.0,0.0,0.0,0.0,20.31,0.0,0.0,24.35,
0.0,22.71,0.0,0.0,0.0,19.04,0.0,24.88,0.0,0.0,20.77,0.0,25.88,24.21,0.0,21.56,0.0,0.0,0.0,22.6,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,0.0,22.83,0.0,0.0,23.82,23.48,0.0,22.64,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22.4,24.68,26.86,0.0,0.0,25.76,22.48,20.65,0.0,25.77,0.0,21.52,26.5,0.0,0.0,22.35,0.0,0.0,22.91,0.0,16.85,21.37,24.3,0.0,22.59,21.78,25.23,0.0,23.35,24.32,24.91,27.69,24.03,0.0,17.92,21.56,28.67,20.2,17.22,0.0,0.0,24.2,0.0,0.0,0.0,21.32,0.0,21.83,21.99,22.72,
23.94,21.03,19.78,20.83,0.0,22.36,23.41,18.01,0.0,0.0,23.79,0.0,0.0,0.0,0.0,21.17,0.0,0.0,0.0,19.26,22.59,23.7,0.0,0.0,21.53,20.15,20.2,0.0,0.0,24.25,0.0,19.5,20.65,0.0,0.0,20.64,0.0,24.32,22.36,0.0,23.11,22.19,20.98,0.0,0.0,0.0,0.0,0.0,21.22,0.0,
0.0,0.0,0.0,23.7,22.69,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,22.68,0.0,20.79,23.05,22.47,22.75,0.0,23.54,26.32,25.84,21.8,22.9,21.69,0.0,0.0,0.0,0.0,21.96,22.77,0.0,18.31,0.0,0.0,0.0,0.0,20.89,18.79,0.0,18.19,0.0,22.18,19.4,20.25,23.44,23.77,0.0,0.0,
24.89,22.85,0.0,24.26,23.25,20.65,0.0,23.18,21.56,22.27,22.57,0.0,0.0,22.08,25.24,21.27,20.61,21.55,0.0,0.0,0.0,0.0,0.0,0.0,19.92,17.55,0.0,0.0,24.15,26.01,18.32,19.23,0.0,22.23,21.7,24.47,23.35,0.0,25.23,0.0,18.83,0.0,15.18,24.81,0.0,0.0,18.31,24.66,24.77,24.89,
20.99,26.28,0.0,0.0,20.21,0.0,23.78,22.91,0.0,0.0,21.67,0.0,19.71,26.15,0.0,19.46,20.83,0.0,24.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.37,24.51,21.89,0.0,23.52,0.0,24.29,23.77,0.0,0.0,20.89,22.2,0.0,21.97,0.0,0.0,0.0,0.0,22.38,0.0,24.35,24.87,
20.05,24.15,23.13,0.0,22.35,0.0,0.0,0.0,0.0,0.0,25.32,26.02,0.0,21.26,23.72,28.52,0.0,0.0,0.0,20.99,0.0,0.0,23.15,0.0,23.44,20.7,0.0,20.8,21.73,18.5,0.0,0.0,0.0,0.0,0.0,0.0,22.16,24.45,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36,28.03,0.0,0.0,
0.0,0.0,0.0,19.58,21.08,23.13,18.57,21.57,22.17,22.03,0.0,24.1,0.0,24.47,25.14,0.0,18.11,21.66,0.0,21.57,0.0,0.0,0.0,20.33,27.73,28.66,0.0,0.0,0.0,0.0,0.0,24.41,0.0,17.58,24.41,27.55,0.0,0.0,21.82,19.73,0.0,0.0,0.0,0.0,0.0,0.0,25.84,19.65,20.47,27.44,
22.62,0.0,21.87,0.0,0.0,0.0,22.57,0.0,0.0,0.0,0.0,18.34,0.0,0.0,23.16,0.0,0.0,24.34,25.51,0.0,25.47,21.35,24.68,22.88,21.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73,24.47,22.94,19.26,0.0,0.0,21.95,0.0,0.0,0.0,20.99,26.57,25.47,0.0,0.0,0.0,
27.49,22.23,0.0,20.73,0.0,0.0,0.0,0.0,21.48,21.77,22.84,24.45,26.06,19.47,23.58,24.12,0.0,0.0,0.0,18.64,0.0,23.56,0.0,24.36,0.0,0.0,0.0,0.0,0.0,0.0,23.37,23.4,21.57,24.86,0.0,0.0,0.0,0.0,21.19,0.0,0.0,24.7,23.69,25.47,0.0,0.0,23.95,21.54,0.0,0.0,
22.57,0.0,20.4,23.36,0.0,0.0,23.85,22.51,0.0,0.0,23.38,26.53,26.23,0.0,27.78,0.0,0.0,23.74,0.0,0.0,19.29,0.0,22.46,24.37,25.4,19.63,21.7,0.0,0.0,0.0,0.0,0.0,0.0,21.16,22.58,23.08,0.0,0.0,0.0,0.0,24.82,25.41,0.0,0.0,0.0,21.19,0.0,18.11,0.0,20.5,
0.0,21.03,0.0,23.1,27.12,0.0,0.0,0.0,0.0,0.0,23.62,0.0,0.0,0.0,20.2,0.0,20.14,0.0,20.8,22.83,21.58,17.55,0.0,0.0,24.15,25.61,0.0,0.0,0.0,21.27,0.0,23.79,18.06,20.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,22.28,0.0,22.42,23.87,0.0,
0.0,0.0,0.0,24.32,0.0,25.62,0.0,0.0,0.0,20.14,0.0,0.0,0.0,0.0,23.85,21.29,22.22,0.0,0.0,20.1,0.0,0.0,0.0,22.66,0.0,0.0,0.0,21.03,0.0,23.01,20.54,0.0,22.04,24.26,19.45,0.0,0.0,19.22,0.0,0.0,0.0,16.15,0.0,0.0,0.0,22.29,0.0,0.0,23.17,0.0,
0.0,0.0,24.83,26.47,0.0,17.75,0.0,19.78,0.0,25.22,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.72,0.0,0.0,0.0,22.54,22.38,0.0,24.2,0.0,20.45,0.0,0.0,0.0,0.0,25.31,0.0,22.36,17.45,23.53,0.0,18.49,0.0,20.68,22.57,0.0,24.67,0.0,0.0,20.78,0.0,
0.0,0.0,0.0,22.35,21.22,0.0,0.0,0.0,23.44,0.0,20.65,23.12,0.0,0.0,0.0,21.07,0.0,0.0,27.31,0.0,0.0,0.0,0.0,21.85,0.0,22.76,0.0,0.0,21.81,0.0,0.0,21.25,23.13,20.54,19.66,20.95,0.0,0.0,0.0,0.0,27.4,20.53,0.0,23.18,26.83,0.0,24.47,22.85,0.0,23.93,
0.0,21.47,23.88,23.3,20.15,0.0,21.05,23.87,0.0,21.8,0.0,0.0,0.0,20.6,0.0,0.0,22.96,22.26,0.0,0.0,24.89,17.97,0.0,0.0,23.28,0.0,25.32,0.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,23.78,0.0,24.53,0.0,25.3,0.0,0.0,0.0,23.05,23.5,0.0,0.0,21.58,24.06,0.0,
17.2,0.0,0.0,23.73,0.0,0.0,0.0,23.84,22.48,21.72,19.65,0.0,20.67,0.0,25.92,0.0,25.07,23.74,24.05,0.0,23.27,0.0,0.0,26.09,0.0,23.27,0.0,0.0,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,26.89,0.0,0.0,0.0,23.31,27.05,23.85,21.68,21.62,20.65,0.0,22.44,
24.01,25.33,0.0,22.15,18.4,0.0,24.93,0.0,18.15,0.0,0.0,23.44,0.0,0.0,0.0,21.04,20.68,18.29,0.0,21.87,23.82,23.52,0.0,0.0,0.0,23.66,0.0,0.0,0.0,22.65,0.0,0.0,0.0,24.36,0.0,0.0,0.0,0.0,0.0,22.68,0.0,0.0,23.56,0.0,19.98,23.84,0.0,0.0,0.0,25.71,
0.0,24.98,22.88,0.0,0.0,0.0,21.37,22.59,21.02,0.0,0.0,22.36,23.54,0.0,22.32,0.0,0.0,0.0,0.0,21.67,22.92,22.37,23.75,0.0,17.4,23.95,21.04,20.97,0.0,0.0,0.0,20.47,23.05,19.31,21.46,0.0,0.0,20.92,22.86,0.0,26.06,0.0,19.81,0.0,22.24,20.75,25.14,21.8,0.0,17.12,
0.0,0.0,0.0,0.0,0.0,21.7,19.17,27.03,21.09,27.74,0.0,21.53,0.0,0.0,23.52,0.0,0.0,22.01,0.0,23.32,0.0,0.0,25.82,24.64,23.44,0.0,20.8,0.0,0.0,0.0,26.76,0.0,20.14,0.0,25.29,0.0,0.0,21.31,0.0,0.0,26.25,23.8,24.28,20.73,21.78,18.0,0.0,0.0,21.57,21.2,
0.0,0.0,19.6,0.0,20.32,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,21.5,0.0,23.78,20.08,0.0,0.0,0.0,0.0,0.0,21.94,24.83,0.0,23.63,0.0,0.0,18.31,24.08,20.26,24.13,0.0,23.01,0.0,0.0,21.07,0.0,0.0,0.0,23.88,0.0,23.46,24.43,0.0,0.0,26.36,20.26,19.99,0.0,
21.85,22.21,19.23,21.59,0.0,27.29,0.0,26.56,26.1,0.0,0.0,22.58,0.0,0.0,23.74,19.16,0.0,0.0,0.0,0.0,0.0,21.3,23.48,23.99,19.62,23.67,26.21,0.0,23.91,0.0,22.87,0.0,21.72,25.61,0.0,25.07,0.0,0.0,0.0,0.0,23.62,20.67,0.0,0.0,22.37,0.0,0.0,19.42,19.89,0.0,
0.0,0.0,0.0,0.0,0.0,23.49,22.76,0.0,0.0,0.0,21.54,23.92,22.13,0.0,0.0,0.0,20.59,0.0,0.0,0.0,19.63,0.0,24.9,0.0,0.0,0.0,19.64,0.0,0.0,0.0,0.0,24.48,19.66,24.2,0.0,0.0,21.75,0.0,22.95,0.0,0.0,0.0,0.0,22.13,0.0,23.93,0.0,27.5,18.96,0.0,
0.0,20.29,27.65,0.0,21.55,0.0,0.0,0.0,0.0,26.01,22.06,24.22,25.41,22.69,0.0,0.0,20.33,24.8,0.0,22.22,0.0,0.0,0.0,19.09,0.0,0.0,0.0,26.58,0.0,0.0,19.77,20.91,0.0,22.34,0.0,22.93,23.72,20.41,0.0,0.0,24.74,0.0,21.25,0.0,24.31,24.33,25.61,23.68,25.52,21.25,
24.28,23.21,28.72,18.78,0.0,0.0,18.5,0.0,0.0,26.45,0.0,21.35,19.82,29.53,0.0,0.0,21.23,0.0,24.48,0.0,0.0,0.0,26.82,23.14,25.72,0.0,0.0,22.35,22.23,24.11,25.37,20.77,0.0,21.06,0.0,0.0,0.0,22.69,0.0,26.01,0.0,19.52,21.93,0.0,23.5,0.0,0.0,18.28,24.41,0.0,
22.19,19.9,20.86,0.0,18.76,23.78,23.99,0.0,19.51,0.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,22.6,20.47,19.92,0.0,0.0,0.0,25.36,20.1,23.69,24.62,0.0,0.0,0.0,25.88,0.0,0.0,0.0,25.07,25.37,0.0,0.0,0.0,19.54,17.39,21.67,0.0,0.0,24.44,19.33,17.97,0.0,
0.0,22.45,0.0,0.0,0.0,0.0,0.0,0.0,23.69,0.0,0.0,19.92,0.0,24.76,24.81,0.0,0.0,22.14,0.0,23.38,0.0,0.0,0.0,0.0,21.63,0.0,0.0,22.43,0.0,19.48,0.0,0.0,21.53,24.67,0.0,0.0,0.0,0.0,23.19,24.29,0.0,24.68,0.0,24.44,16.44,0.0,0.0,23.53,0.0,0.0,
19.23,0.0,0.0,0.0,0.0,21.67,17.85,22.06,0.0,0.0,24.86,0.0,20.86,0.0,19.66,21.73,0.0,0.0,0.0,23.79,25.78,0.0,0.0,0.0,0.0,22.9,25.23,21.85,0.0,0.0,0.0,21.26,0.0,19.87,0.0,0.0,0.0,0.0,16.72,23.49,24.99,25.37,22.36,0.0,22.38,0.0,0.0,0.0,22.1,0.0,
22.62,0.0,0.0,21.4,0.0,0.0,0.0,0.0,15.63,0.0,0.0,22.14,0.0,19.33,0.0,21.56,0.0,0.0,20.81,0.0,18.49,0.0,20.95,0.0,23.64,0.0,24.97,0.0,27.8,24.07,0.0,0.0,0.0,25.56,0.0,22.83,22.84,21.59,25.7,22.76,0.0,0.0,23.06,0.0,23.44,0.0,0.0,21.34,22.42,20.44,
0.0,22.81,0.0,24.68,25.26,19.97,22.07,22.34,0.0,22.61,0.0,0.0,0.0,23.27,24.26,0.0,22.84,0.0,0.0,0.0,0.0,0.0,21.88,0.0,0.0,0.0,21.66,23.05,23.5,0.0,0.0,0.0,21.25,0.0,24.36,0.0,0.0,23.59,22.1,20.97,0.0,22.15,0.0,0.0,0.0,22.21,26.06,0.0,0.0,25.35,
23.17,0.0,0.0,24.56,18.1,0.0,0.0,16.7,25.59,21.89,24.54,19.18,0.0,22.69,22.5,0.0,0.0,21.51,0.0,0.0,23.13,19.52,22.14,0.0,18.54,0.0,0.0,24.95,0.0,25.39,25.21,0.0,21.29,21.36,19.57,0.0,0.0,0.0,21.54,26.08,28.05,0.0,0.0,0.0,25.39,23.83,17.17,21.24,0.0,20.87,
0.0,0.0,22.97,0.0,0.0,22.65,0.0,0.0,0.0,0.0,21.51,21.94,18.62,0.0,0.0,0.0,0.0,0.0,24.14,0.0,0.0,25.59,0.0,21.13,23.81,22.73,0.0,24.41,0.0,0.0,0.0,21.51,23.52,20.22,23.04,0.0,0.0,0.0,27.15,0.0,0.0,0.0,25.11,0.0,0.0,0.0,0.0,23.15,21.55,0.0,
22.58,23.26,0.0,23.81,0.0,0.0,23.8,22.79,21.65,21.82,0.0,0.0,25.75,0.0,26.93,0.0,20.08,23.14,0.0,26.24,0.0,0.0,0.0,0.0,20.91,22.14,0.0,0.0,21.05,25.86,0.0,0.0,0.0,0.0,22.81,0.0,23.09,0.0,28.0,24.22,0.0,0.0,17.88,0.0,22.33,0.0,0.0,22.18,22.71,0.0,
0.0,22.11,0.0,21.38,0.0,0.0,0.0,23.44,0.0,25.15,22.47,0.0,0.0,20.91,20.28,0.0,0.0,0.0,0.0,22.34,23.11,0.0,23.04,23.88,26.25,0.0,21.42,0.0,0.0,24.79,0.0,24.09,0.0,27.92,24.34,0.0,25.06,0.0,0.0,0.0,24.67,0.0,0.0,0.0,20.01,18.04,0.0,22.98,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,21.11,0.0,19.6,22.0,0.0,25.08,0.0,27.81,0.0,20.89,25.4,0.0,0.0,21.08,0.0,0.0,0.0,24.12,21.26,0.0,0.0,19.59,0.0,23.31,20.98,25.26,0.0,0.0,24.01,28.72,22.11,24.3,0.0,21.07,23.09,21.86,0.0,0.0,0.0,21.66,21.28,20.74,0.0,0.0,20.29,
0.0,21.71,21.23,25.83,24.83,0.0,20.69,0.0,18.8,0.0,0.0,0.0,25.43,21.76,0.0,0.0,0.0,22.64,0.0,0.0,0.0,21.0,0.0,0.0,18.41,0.0,0.0,25.98,0.0,0.0,21.86,0.0,22.89,0.0,0.0,22.33,22.33,20.99,22.21,0.0,0.0,0.0,24.64,0.0,0.0,0.0,0.0,24.07,21.64,0.0,
21.47,0.0,22.72,22.03,20.6,0.0,20.99,0.0,0.0,20.57,24.33,21.35,0.0,0.0,0.0,0.0,22.45,19.26,0.0,21.27,21.64,23.94,24.24,0.0,0.0,23.06,21.36,0.0,0.0,21.9,20.97,20.38,0.0,20.24,23.1,0.0,22.15,0.0,0.0,0.0,0.0,0.0,25.26,0.0,23.35,18.1,0.0,21.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,22.17,20.69,0.0,22.61,0.0,23.43,0.0,0.0,0.0,23.64,22.47,22.89,20.19,0.0,26.8,0.0,21.08,0.0,21.02,20.1,0.0,23.27,21.5,22.56,0.0,22.15,0.0,0.0,18.74,24.66,23.39,0.0,23.02,21.88,0.0,0.0,0.0,0.0,22.87,0.0,0.0,0.0,23.64,23.65,
